tipo,pregunta,imagen,opcion1,opcion2,opcion3,opcion4,opcion5,opcion6,correcta
text,"Descargaste un archivo llamado programa.deb en la carpeta /home/usuario/Descargas/. Escribe el comando, usando ruta ABSOLUTA, para instalarlo.",,,,,,,,sudo dpkg -i /home/usuario/Descargas/programa.deb
text,Observa el arbol de carpetas de la imagen (resultado del comando 'tree /home/usuario'). Escribe la RUTA ABSOLUTA del archivo 'foto.jpg'.,arbol_carpetas.png,,,,,,,/home/usuario/Imagenes/foto.jpg
single,"Segun el arbol de carpetas de la imagen, estando parado en /home/usuario/Documentos/, ¿cual es la ruta RELATIVA para llegar al archivo instalador.deb (ubicado en /home/usuario/Descargas/)?",arbol_carpetas.png,../Descargas/instalador.deb,./Descargas/instalador.deb,/Descargas/instalador.deb,Descargas/instalador.deb,,,../Descargas/instalador.deb
order,Ordena los elementos para armar la ruta ABSOLUTA que apunta al archivo informe.pdf (ver imagen del arbol de carpetas):,arbol_carpetas.png,/home,/usuario,/Documentos,/informe.pdf,,,"1,2,3,4"
text,"Estando parado en /home/usuario/, escribe la ruta RELATIVA para acceder a la carpeta Imagenes (ver imagen del arbol de carpetas).",arbol_carpetas.png,,,,,,,Imagenes/
single,La ruta './Documentos' y la ruta 'Documentos' (sin el './') hacen referencia al mismo lugar cuando se ejecutan desde el mismo directorio.,,Verdadero,Falso,,,,,Verdadero
single,¿Cual de las siguientes rutas es una ruta ABSOLUTA?,,/home/usuario/Documentos/informe.pdf,../../home/otro_usuario/Documentos/informe.pdf,../Documentos/informe.pdf,./informe.pdf,,,/home/usuario/Documentos/informe.pdf
order,"Ordena los pasos y comandos para instalar el programa 'vlc' desde los repositorios, incluyendo verificar si ya esta instalado antes de instalarlo:",,Verificar si el programa ya esta instalado con: apt list --installed | grep vlc,Actualizar la lista de paquetes con: sudo apt update,Buscar el paquete en los repositorios con: apt search vlc,Instalar el programa con: sudo apt install vlc,Verificar la instalacion con: vlc --version,,"1,2,3,4,5"
single,¿Que hace exactamente el comando 'sudo apt update'?,,"Actualiza la lista de paquetes disponibles en los repositorios, sin instalar nada",Instala automaticamente las ultimas versiones de todos los programas ya instalados en el sistema,Descarga e instala directamente el programa que se le indique a continuacion,Limpia y elimina la cache de paquetes .deb descargados previamente,,,"Actualiza la lista de paquetes disponibles en los repositorios, sin instalar nada"
single,¿En que se diferencia 'apt update' de 'apt upgrade'?,,'update' actualiza la lista de paquetes; 'upgrade' instala las versiones nuevas,Son simplemente dos nombres distintos para exactamente el mismo comando,'update' instala programas nuevos; 'upgrade' solo actualiza la lista de paquetes,'upgrade' se usa unicamente para desinstalar por completo los programas que ya no se necesitan mas,,,'update' actualiza la lista de paquetes; 'upgrade' instala las versiones nuevas
single,¿Que archivo (o carpeta de archivos) almacena la lista de repositorios que utiliza 'apt' para buscar programas?,,/etc/apt/sources.list,/etc/hosts.allow,/etc/network/interfaces,/etc/passwd.bak,,,/etc/apt/sources.list
text,¿Que tipo de informacion contiene el archivo /etc/apt/sources.list?,,,,,,,,"Contiene la lista de direcciones (URLs) de los repositorios desde donde apt descarga los paquetes, junto con la version de la distribucion y el tipo de repositorio (por ejemplo main, universe, restricted)."
order,"Ordena los pasos para instalar MANUALMENTE un programa descargando su paquete .deb desde el sitio web oficial, asegurandote de que sea compatible con tu sistema:",,Verificar la arquitectura del procesador con: uname -m (o dpkg --print-architecture),Verificar la version de la distribucion con: cat /etc/os-release (o lsb_release -a),Ingresar al sitio web oficial del programa y descargar el paquete .deb correspondiente a esa arquitectura y version,Instalar el paquete descargado con: sudo dpkg -i nombre_programa.deb,"Si aparecen dependencias faltantes, resolverlas con: sudo apt --fix-broken install",,"1,2,3,4,5"
single,¿Para que sirve el comando 'uname -m' antes de descargar un paquete manualmente?,,Para conocer la arquitectura del procesador y elegir el paquete correcto,Para saber la version exacta del kernel de Linux que esta instalado actualmente,Para saber cuanto espacio libre queda disponible en el disco duro,Para saber cuantos programas distintos estan instalados en el sistema,,,Para conocer la arquitectura del procesador y elegir el paquete correcto
single,"Al descargar un paquete .deb manualmente desde un sitio web, ¿que dato es indispensable verificar para asegurarte de que sea compatible con tu sistema?",,La arquitectura del procesador y la version de la distribucion,El color y diseño del logo que aparece en la pagina web,El idioma exacto en el que esta redactada la pagina web de descarga del programa,La cantidad de descargas que tiene el archivo,,,La arquitectura del procesador y la version de la distribucion
text,Menciona al menos dos ventajas de instalar un programa desde los REPOSITORIOS frente a instalarlo de forma manual.,,,,,,,,"1) El gestor de paquetes (apt) resuelve automaticamente las dependencias, sin que el usuario deba buscarlas una por una. 2) Los programas instalados desde repositorios se actualizan junto con el resto del sistema al ejecutar apt upgrade, y suelen estar revisados por el mantenedor de la distribucion, lo que da mayor seguridad."
text,Menciona al menos una ventaja de instalar un programa de forma MANUAL en lugar de usar los repositorios.,,,,,,,,"Permite instalar una version mas reciente del programa que la disponible en el repositorio de la distribucion (que a veces esta desactualizado), o instalar programas que directamente no estan disponibles en los repositorios oficiales."
single,¿Que es una DEPENDENCIA en el contexto de la instalacion de programas en Linux?,,Un programa o biblioteca necesario para que otro funcione,Es simplemente un tipo especial de archivo comprimido,Es el nombre oficial del repositorio principal de Ubuntu y sus derivados,Es un permiso especial que se le asigna a un archivo,,,Un programa o biblioteca necesario para que otro funcione
single,¿Que es un REPOSITORIO en Linux?,,Un servidor que almacena paquetes listos para instalar con apt,Es una carpeta donde se guardan los archivos personales del usuario,Es un tipo especial de particion reservada exclusivamente del disco duro,Es un comando que se usa para comprimir archivos,,,Un servidor que almacena paquetes listos para instalar con apt
single,¿Que es un PAQUETE en Linux?,,Un archivo que agrupa un programa listo para instalar,Es un conjunto de comandos para reparar el sistema de archivos,Es una copia de seguridad automatica que hace el sistema,Es un tipo especial de particion usada exclusivamente para el arranque del sistema,,,Un archivo que agrupa un programa listo para instalar
single,"Un paquete puede tener dependencias, es decir, puede necesitar que otros paquetes tambien esten instalados para funcionar correctamente.",,Verdadero,Falso,,,,,Verdadero
single,"Todos los programas para Linux estan siempre disponibles en los repositorios oficiales de la distribucion, por lo que nunca es necesario instalar nada de forma manual.",,Verdadero,Falso,,,,,Falso
single,¿En que directorios se encuentran los comandos ejecutables basicos que puede usar cualquier usuario del sistema?,,/bin y /usr/bin,/etc y /var,/home y /root,/var/log y /var/tmp,,,/bin y /usr/bin
single,¿Que directorio contiene los comandos ejecutables reservados principalmente para tareas de administracion del sistema (root)?,,/sbin (y /usr/sbin),/tmp (temporales),/opt (opcionales),/boot (arranque del sistema),,,/sbin (y /usr/sbin)
text,¿Que es la variable de entorno PATH y que relacion tiene con la ubicacion de los comandos ejecutables?,,,,,,,,"Es una variable que contiene la lista de directorios en los que el sistema busca, en orden, cuando se ejecuta un comando sin indicar su ruta completa. Si el ejecutable no esta en ninguno de esos directorios, el sistema devuelve 'command not found', aunque el archivo exista en otro lugar del disco."
single,¿Que comando permite ver el contenido de la variable PATH?,,echo $PATH,cat PATH,ls $PATH,which PATH,,,echo $PATH
single,"¿Donde suelen instalarse por convencion los programas compilados manualmente (con make install), a diferencia de los que vienen de los repositorios?",,/usr/local/bin,/var/lib,/etc/local/share,/home/local,,,/usr/local/bin
single,"Si un archivo ejecutable no se encuentra en ninguno de los directorios listados en la variable PATH, el sistema no podra ejecutarlo escribiendo solo su nombre, pero si funcionara si se indica su ruta completa.",,Verdadero,Falso,,,,,Verdadero
single,"¿Que comando permite averiguar en que directorio esta instalado un comando o programa determinado (por ejemplo, donde esta el ejecutable de 'python3')?",,which python3,find python3,apt show python3,man python3,,,which python3
